Pk,Tm,Player,College,Yrs,G,MP,PTS_Total,TRB_Total,AST_Total,FG%,3P%,FT%,MPG,PPG,RPG,APG,WS,WS/48,BPM,VORP,Draft_Year,Durability_Factor,Versatility_Score,Draft_Pick_Value,Draft_Pick_x_BPM,Scoring_Efficiency,Points_Per_Min,Rebounds_Per_Min,Assists_Per_Min,WS_Per_Game,Lottery_Pick,Long_Career
17,SEA,Shawn Kemp,Trinity Valley CC,14,1051,29293,15347,8834,1704,0.488,0.277,0.741,27.9,14.6,8.4,1.6,89.5,0.147,0.6,19.4,1989,0.9155052264808362,10.0,0.058823529411764705,0.03529411764705882,0.4289,0.5239135629672618,0.30157375482197113,0.05817089407025569,0.0851569933396765,0,1
18,CHI,B.J. Armstrong,Iowa,11,747,17790,7320,1321,2479,0.477,0.425,0.856,23.8,9.8,1.8,3.3,45.0,0.121,-0.2,8.1,1989,0.8281596452328159,5.1,0.05555555555555555,-0.011111111111111112,0.4941,0.4114671163575042,0.07425519955030917,0.1393479482855537,0.060240963855421686,0,1
19,PHI,Kenny Payne,Louisville,4,144,1167,508,170,61,0.41,0.293,0.859,8.1,3.5,1.2,0.4,-0.1,-0.005,-4.9,-0.9,1989,0.43902439024390244,1.6,0.05263157894736842,-0.2578947368421053,0.4081,0.43530419880034277,0.1456726649528706,0.05227077977720651,-0.0006944444444444445,0,0
21,UTA,Blue Edwards,East Carolina University,10,704,18409,7585,2376,1409,0.475,0.335,0.779,26.1,10.8,3.4,2.0,24.2,0.063,-1.6,1.9,1989,0.8585365853658536,5.4,0.047619047619047616,-0.0761904761904762,0.4494,0.41202672605790647,0.1290673040360693,0.07653864957357814,0.034374999999999996,0,1
22,POR,Byron Irvin,Missouri,3,87,849,451,123,73,0.471,0.35,0.722,9.8,5.2,1.4,0.8,2.1,0.121,0.6,0.6,1989,0.35365853658536583,2.2,0.045454545454545456,0.02727272727272727,0.44769999999999993,0.5312131919905771,0.14487632508833923,0.08598351001177856,0.02413793103448276,0,0
23,ATL,Roy Marble,Iowa,2,29,194,55,32,12,0.257,0.0,0.594,6.7,1.9,1.1,0.4,-0.5,-0.122,-8.8,-0.3,1989,0.17682926829268292,1.5,0.043478260869565216,-0.3826086956521739,0.1879,0.28350515463917525,0.16494845360824742,0.061855670103092786,-0.017241379310344827,0,0
24,PHO,Anthony Cook,Arizona,4,116,1499,418,428,34,0.439,0.0,0.524,12.9,3.6,3.7,0.3,1.0,0.033,-3.7,-0.7,1989,0.35365853658536583,4.0,0.041666666666666664,-0.15416666666666667,0.27190000000000003,0.27885256837891925,0.28552368245497,0.02268178785857238,0.008620689655172414,0,0
25,CLE,John Morton,Seton Hall,3,128,1879,609,161,342,0.386,0.224,0.787,14.7,4.8,1.3,2.7,0.5,0.013,-3.0,-0.5,1989,0.5203252032520326,4.0,0.04,-0.12,0.3613,0.3241085683874401,0.08568387440127727,0.18201170835550826,0.00390625,0,0
27,DET,Kenny Battle,Illinois,4,134,1795,627,327,106,0.504,0.133,0.725,13.4,4.7,2.4,0.8,3.7,0.098,-0.4,0.7,1989,0.40853658536585363,3.2,0.037037037037037035,-0.014814814814814815,0.37770000000000004,0.3493036211699164,0.18217270194986074,0.05905292479108635,0.027611940298507463,0,0
28,MIA,Sherman Douglas,Syracuse,12,765,21148,8425,1672,4536,0.484,0.267,0.678,27.6,11.0,2.2,5.9,32.9,0.075,-0.3,9.2,1989,0.7774390243902439,8.100000000000001,0.03571428571428571,-0.010714285714285713,0.4166,0.3983828257991299,0.07906184982031397,0.21448836769434462,0.043006535947712414,0,1
30,MIL,Frank Kornet,Vanderbilt,2,89,595,171,95,30,0.369,0.263,0.596,6.7,1.9,1.1,0.3,0.0,-0.004,-6.2,-0.6,1989,0.5426829268292683,1.4000000000000001,0.03333333333333333,-0.20666666666666667,0.3493,0.28739495798319326,0.15966386554621848,0.05042016806722689,0.0,0,0
1,NJN,Derrick Coleman,Syracuse,15,781,25903,12884,7232,1985,0.447,0.295,0.769,33.2,16.5,9.3,2.5,64.3,0.119,1.4,22.3,1990,0.634959349593496,11.8,1.0,1.4,0.41840000000000005,0.49739412423271434,0.2791954599853299,0.07663205034165926,0.0823303457106274,1,1
2,SEA,Gary Payton,Oregon State,17,1335,47117,21813,5269,8966,0.466,0.317,0.729,35.3,16.3,3.9,6.7,145.5,0.148,3.3,62.5,1990,0.9576757532281205,10.6,0.5,1.65,0.43270000000000003,0.4629539232124286,0.1118280026317465,0.1902922512044485,0.10898876404494381,1,1
3,DEN,Mahmoud Abdul-Rauf,LSU,9,586,15628,8553,1087,2079,0.442,0.354,0.905,26.7,14.6,1.9,3.5,25.2,0.077,-0.8,4.5,1990,0.7940379403794038,5.4,0.3333333333333333,-0.26666666666666666,0.45310000000000006,0.547286920911185,0.06955464550806245,0.13303045815203482,0.043003412969283276,1,1
4,ORL,Dennis Scott,Georgia Tech,10,629,17983,8094,1774,1296,0.417,0.397,0.793,28.6,12.9,2.8,2.1,33.4,0.089,0.2,9.9,1990,0.7670731707317073,4.9,0.25,0.05,0.4466,0.45009175332258244,0.09864872379469498,0.07206806428293389,0.05310015898251192,1,1
5,CHH,Kendall Gill,Illinois,15,966,29481,12914,4002,2945,0.434,0.3,0.754,30.5,13.4,4.1,3.0,47.8,0.078,0.1,15.8,1990,0.7853658536585366,7.1,0.2,0.020000000000000004,0.4124,0.43804484244089414,0.13574844815304773,0.09989484752891693,0.0494824016563147,1,1
6,MIN,Felton Spencer,Louisville,12,640,12298,3354,3436,213,0.484,0.0,0.658,19.2,5.2,5.4,0.3,20.9,0.081,-4.3,-7.0,1990,0.6504065040650406,5.7,0.16666666666666666,-0.7166666666666666,0.3078,0.2727272727272727,0.2793950235810701,0.017319889412912667,0.03265625,1,1
7,SAC,Lionel Simmons,La Salle,7,454,13472,5833,2833,1498,0.433,0.305,0.771,29.7,12.8,6.2,3.3,16.9,0.06,0.0,6.7,1990,0.7909407665505227,9.5,0.14285714285714285,0.0,0.4156,0.43297209026128264,0.21028800475059384,0.11119358669833729,0.037224669603524226,1,1
8,LAC,Bo Kimble,Loyola Marymount,3,105,1336,574,162,98,0.386,0.291,0.728,12.7,5.5,1.5,0.9,0.1,0.004,-5.7,-1.2,1990,0.4268292682926829,2.4,0.125,-0.7125,0.3822,0.4296407185628742,0.12125748502994012,0.07335329341317365,0.0009523809523809524,1,0
9,MIA,Willie Burton,Minnesota,8,316,6666,3243,932,393,0.424,0.345,0.786,21.1,10.3,2.9,1.2,9.1,0.065,-2.5,-0.9,1990,0.4817073170731707,4.1,0.1111111111111111,-0.2777777777777778,0.4286,0.4864986498649865,0.1398139813981398,0.05895589558955896,0.028797468354430377,1,1
10,ATL,Rumeal Robinson,Michigan,6,336,6098,2546,606,1179,0.432,0.344,0.611,18.1,7.6,1.8,3.5,5.2,0.041,-1.5,0.8,1990,0.6829268292682927,5.3,0.1,-0.15000000000000002,0.4147,0.4175139389963923,0.09937684486716956,0.19334207937028533,0.015476190476190477,1,1
11,GSW,Tyrone Hill,Xavier,14,801,22388,7532,6854,647,0.502,0.0,0.643,28.0,9.4,8.6,0.8,56.2,0.12,-1.9,0.8,1990,0.6977351916376306,9.4,0.09090909090909091,-0.17272727272727273,0.3153,0.3364302304806146,0.3061461497230659,0.02889941039842773,0.07016229712858926,1,1
12,HOU,Alec Kessler,Georgia,4,210,2937,1084,751,81,0.426,0.417,0.744,14.0,5.2,3.6,0.4,2.0,0.033,-5.9,-2.8,1990,0.6402439024390244,4.0,0.08333333333333333,-0.4916666666666667,0.45420000000000005,0.3690840994211781,0.2557030983997276,0.027579162410623085,0.009523809523809525,1,0
13,LAC,Loy Vaught,Michigan,11,689,16993,6984,4881,652,0.504,0.244,0.718,24.7,10.1,7.1,0.9,35.8,0.101,-1.5,2.2,1990,0.7638580931263859,8.0,0.07692307692307693,-0.11538461538461539,0.4214,0.4109927617254163,0.2872359206732184,0.038368740069440355,0.051959361393323654,1,1
14,SAC,Travis Mays,Texas,3,115,2964,1273,233,326,0.41,0.362,0.749,25.8,11.1,2.0,2.8,2.4,0.039,-2.6,-0.5,1990,0.46747967479674796,4.8,0.07142857142857142,-0.18571428571428572,0.4247,0.42948717948717946,0.07860998650472335,0.10998650472334683,0.020869565217391303,1,0
15,MIA,Dave Jamerson,Ohio University,3,90,594,306,77,61,0.392,0.277,0.86,6.6,3.4,0.9,0.7,0.2,0.018,-3.9,-0.3,1990,0.36585365853658536,1.6,0.06666666666666667,-0.26,0.39280000000000004,0.5151515151515151,0.12962962962962962,0.1026936026936027,0.0022222222222222222,0,0
16,MIL,Terry Mills,Michigan,11,678,16422,7175,3680,891,0.457,0.384,0.781,24.2,10.6,5.4,1.3,33.3,0.097,-0.6,5.9,1990,0.7516629711751663,6.7,0.0625,-0.0375,0.4602,0.43691389599317987,0.22408963585434175,0.05425648520277676,0.049115044247787606,0,1
17,NYK,Jerrod Mustaf,Maryland,4,179,1902,721,452,99,0.449,0.0,0.648,10.6,4.0,2.5,0.6,1.7,0.043,-4.1,-1.0,1990,0.5457317073170732,3.1,0.058823529411764705,-0.24117647058823527,0.2893,0.37907465825446895,0.23764458464773922,0.052050473186119876,0.009497206703910615,0,0
18,SAC,Duane Causwell,Temple,11,541,9409,2648,2273,243,0.507,0.286,0.618,17.4,4.9,4.2,0.4,15.8,0.081,-2.3,-0.7,1990,0.5997782705099778,4.6000000000000005,0.05555555555555555,-0.12777777777777777,0.4297,0.2814326708470613,0.24157721330640874,0.025826336486342864,0.02920517560073937,0,1
19,BOS,Dee Brown,Jacksonville University,12,608,16843,6758,1569,2227,0.436,0.357,0.825,27.7,11.1,2.6,3.7,33.4,0.095,0.8,11.6,1990,0.6178861788617886,6.300000000000001,0.05263157894736842,0.042105263157894736,0.4433,0.4012349343941103,0.09315442617110967,0.13222110075402244,0.05493421052631579,0,1
20,MIN,Gerald Glass,Ole Miss,4,201,3347,1553,512,298,0.433,0.236,0.643,16.7,7.7,2.5,1.5,1.8,0.025,-1.9,0.1,1990,0.6128048780487805,4.0,0.05,-0.095,0.37520000000000003,0.46399760979982074,0.15297281147296085,0.08903495667762175,0.008955223880597015,0,0
21,PHO,Jayson Williams,St. John's,9,475,9805,3472,3584,287,0.44,0.125,0.606,20.6,7.3,7.5,0.6,20.0,0.098,-2.8,-2.1,1990,0.6436314363143631,8.1,0.047619047619047616,-0.1333333333333333,0.3306,0.3541050484446711,0.36552779194288626,0.02927078021417644,0.042105263157894736,0,1
22,NJN,Tate George,UConn,4,177,2019,736,180,325,0.414,0.071,0.82,11.4,4.2,1.0,1.8,1.3,0.032,-3.5,-0.8,1990,0.5396341463414634,2.8,0.045454545454545456,-0.1590909090909091,0.3174,0.3645368994551758,0.08915304606240713,0.16097077761267956,0.007344632768361582,0,0
23,SAC,Anthony Bonner,Saint Louis,6,318,7372,2199,1726,442,0.468,0.125,0.59,23.2,6.9,5.4,1.4,10.8,0.07,-2.0,0.1,1990,0.6463414634146342,6.800000000000001,0.043478260869565216,-0.08695652173913043,0.343,0.298290830168204,0.23412913727618015,0.059956592512208355,0.033962264150943396,0,1
24,SAS,Dwayne Schintzius,Florida,8,217,1950,587,536,93,0.404,0.125,0.638,9.0,2.7,2.5,0.4,1.0,0.024,-5.0,-1.5,1990,0.3307926829268293,2.9,0.041666666666666664,-0.20833333333333331,0.3158,0.301025641025641,0.27487179487179486,0.047692307692307694,0.004608294930875576,0,1
25,POR,Alaa Abdelnaby,Duke,5,256,3200,1465,846,85,0.502,0.0,0.701,12.5,5.7,3.3,0.3,4.8,0.072,-3.8,-1.5,1990,0.624390243902439,3.5999999999999996,0.04,-0.152,0.3211,0.4578125,0.264375,0.0265625,0.01875,0,1
26,DET,Lance Blanks,Texas,3,142,1045,289,110,117,0.436,0.253,0.667,7.4,2.0,0.8,0.8,0.7,0.031,-3.2,-0.3,1990,0.5772357723577236,1.6,0.038461538461538464,-0.12307692307692308,0.3859,0.276555023923445,0.10526315789473684,0.11196172248803828,0.004929577464788732,0,0
27,LAL,Elden Campbell,Clemson,15,1044,25776,10805,6116,1199,0.46,0.054,0.699,24.7,10.3,5.9,1.1,62.8,0.117,-0.5,9.5,1990,0.848780487804878,7.0,0.037037037037037035,-0.018518518518518517,0.3215,0.41918839230291743,0.2372749844816884,0.04651613904407201,0.06015325670498084,0,1
28,GSW,Les Jepsen,Iowa,2,52,192,53,67,2,0.333,0.0,0.65,3.7,1.0,1.3,0.0,0.1,0.031,-8.0,-0.3,1990,0.3170731707317073,1.3,0.03571428571428571,-0.2857142857142857,0.2315,0.2760416666666667,0.3489583333333333,0.010416666666666666,0.0019230769230769232,0,0
30,MIA,Carl Herrera,Houston,8,465,8042,2481,1690,261,0.476,0.143,0.643,17.3,5.3,3.6,0.6,9.0,0.054,-3.7,-3.4,1990,0.7088414634146342,4.2,0.03333333333333333,-0.12333333333333334,0.35950000000000004,0.30850534692862475,0.2101467296692365,0.03245461328027854,0.01935483870967742,0,1
1,CHH,Larry Johnson,UNLV,10,707,25685,11450,5300,2298,0.484,0.332,0.766,36.3,16.2,7.5,3.3,69.7,0.13,1.4,22.0,1991,0.8621951219512195,10.8,1.0,1.4,0.4514,0.44578547790539225,0.20634611641035625,0.08946856141716955,0.09858557284299858,1,1
2,NJN,Kenny Anderson,Georgia Tech,14,858,25868,10789,2641,5196,0.421,0.346,0.79,30.1,12.6,3.1,6.1,62.5,0.116,1.4,21.9,1991,0.7473867595818815,9.2,0.5,0.7,0.4279,0.4170790165455389,0.10209525282201948,0.20086593474563166,0.07284382284382285,1,1
3,SAC,Billy Owens,Syracuse,10,600,17619,7026,4016,1704,0.481,0.291,0.629,29.4,11.7,6.7,2.8,28.6,0.078,-0.2,7.8,1991,0.7317073170731707,9.5,0.3333333333333333,-0.06666666666666667,0.4198,0.3987740507406777,0.2279357511777059,0.09671377490209433,0.04766666666666667,1,1
4,DEN,Dikembe Mutombo,Georgetown,18,1196,36791,11729,12359,1240,0.518,0.0,0.684,30.8,9.8,10.3,1.0,117.0,0.153,1.7,33.9,1991,0.8102981029810298,11.3,0.25,0.425,0.3274,0.3188007936723655,0.3359245467641543,0.03370389497431437,0.09782608695652174,1,1
5,MIA,Steve Smith,Michigan State,14,942,28855,13430,3060,2922,0.44,0.358,0.845,30.6,14.3,3.2,3.1,83.7,0.139,1.4,24.6,1991,0.8205574912891986,6.300000000000001,0.2,0.27999999999999997,0.4477,0.4654306012822734,0.10604747877317623,0.10126494541673886,0.08885350318471338,1,1
6,DAL,Doug Smith,Missouri,5,296,5833,2356,1234,400,0.425,0.083,0.773,19.7,8.0,4.2,1.4,3.0,0.024,-3.6,-2.4,1991,0.7219512195121951,5.6,0.16666666666666666,-0.6,0.323,0.40390879478827363,0.2115549459969141,0.068575347162695,0.010135135135135136,1,1
7,MIN,Luc Longley,New Mexico,10,567,12006,4090,2794,836,0.462,0.0,0.76,21.2,7.2,4.9,1.5,17.5,0.07,-2.6,-1.9,1991,0.6914634146341463,6.4,0.14285714285714285,-0.37142857142857144,0.30700000000000005,0.3406630018324171,0.2327169748459104,0.06963185074129602,0.030864197530864196,1,1
8,DEN,Mark Macon,Temple,6,251,5018,1685,467,428,0.384,0.27,0.735,20.0,6.7,1.9,1.7,0.1,0.001,-3.7,-2.2,1991,0.5101626016260162,3.5999999999999996,0.125,-0.4625,0.37350000000000005,0.33579115185332803,0.09306496612196094,0.08529294539657234,0.00039840637450199205,1,1
9,ATL,Stacey Augmon,UNLV,15,1001,21658,7990,3216,1561,0.469,0.152,0.728,21.6,8.0,3.2,1.6,43.8,0.097,-0.2,9.8,1991,0.8138211382113821,4.800000000000001,0.1111111111111111,-0.022222222222222223,0.3681,0.36891679748822603,0.148490165296888,0.07207498383968972,0.043756243756243755,1,1
10,ORL,Bison Dele,Arizona,8,413,10004,4536,2564,440,0.528,0.143,0.691,24.2,11.0,6.2,1.1,22.8,0.109,-0.6,3.4,1991,0.6295731707317073,7.300000000000001,0.1,-0.06,0.39030000000000004,0.4534186325469812,0.256297481007597,0.043982407037185124,0.05520581113801453,1,1
11,CLE,Terrell Brandon,Oregon,11,724,21545,9994,2174,4407,0.448,0.355,0.873,29.8,13.8,3.0,6.1,65.9,0.147,3.6,30.3,1991,0.802660753880266,9.1,0.09090909090909091,0.32727272727272727,0.4533,0.46386632629380364,0.10090508238570434,0.2045486191691808,0.09102209944751383,1,1
12,NYK,Greg Anthony,UNLV,11,757,15850,5497,1417,2997,0.403,0.349,0.733,20.9,7.3,1.9,4.0,35.9,0.109,1.3,13.3,1991,0.8392461197339246,5.9,0.08333333333333333,0.10833333333333334,0.4144,0.34681388012618297,0.0894006309148265,0.18908517350157727,0.047424042272126814,1,1
13,IND,Dale Davis,Clemson,16,1094,29606,8706,8605,978,0.53,0.0,0.562,27.1,8.0,7.9,0.9,86.9,0.141,0.5,18.4,1991,0.8338414634146342,8.8,0.07692307692307693,0.038461538461538464,0.32120000000000004,0.2940620144565291,0.29065054380868743,0.03303384449098156,0.07943327239488117,1,1
14,SEA,Rich King,Nebraska,4,72,309,135,74,21,0.393,0.0,0.662,4.3,1.9,1.0,0.3,0.2,0.036,-6.9,-0.4,1991,0.21951219512195122,1.3,0.07142857142857142,-0.4928571428571429,0.26270000000000004,0.4368932038834951,0.23948220064724918,0.06796116504854369,0.002777777777777778,1,0
15,ATL,Anthony Avent,Seton Hall,6,352,6729,1958,1584,278,0.403,0.0,0.686,19.1,5.6,4.5,0.8,0.3,0.002,-5.7,-6.4,1991,0.7154471544715447,5.3,0.06666666666666667,-0.38,0.2701,0.2909793431416258,0.23539901917075345,0.04131371674840244,0.0008522727272727272,0,1
16,GSW,Chris Gatling,Old Dominion,11,700,13760,7232,3741,461,0.513,0.249,0.66,19.7,10.3,5.3,0.7,32.1,0.112,-1.1,3.2,1991,0.7760532150776053,6.0,0.0625,-0.06875,0.42210000000000003,0.5255813953488372,0.271875,0.033502906976744184,0.04585714285714286,0,1
17,GSW,Victor Alexander,Iowa State,5,286,5755,2542,1384,257,0.518,0.286,0.634,20.1,8.9,4.8,0.9,8.8,0.073,-2.2,-0.3,1991,0.697560975609756,5.7,0.058823529411764705,-0.12941176470588237,0.4368,0.4417028670721112,0.24048653344917464,0.04465682015638575,0.03076923076923077,0,1
18,MIL,Kevin Brooks,Louisiana,3,126,1031,417,141,48,0.401,0.2,0.859,8.2,3.3,1.1,0.4,-0.1,-0.004,-5.9,-1.0,1991,0.5121951219512195,1.5,0.05555555555555555,-0.3277777777777778,0.36640000000000006,0.40446168768186225,0.1367604267701261,0.04655674102812803,-0.0007936507936507937,0,0
19,WSB,LaBradford Smith,Louisville,3,183,3131,1218,271,394,0.432,0.298,0.813,17.1,6.7,1.5,2.2,1.5,0.024,-3.6,-1.2,1991,0.7439024390243902,3.7,0.05263157894736842,-0.18947368421052632,0.4165,0.3890130948578729,0.08655381667198978,0.12583839029064198,0.00819672131147541,0,0
21,UTA,Eric Murdock,Providence,9,508,11882,5118,1261,2467,0.438,0.343,0.786,23.4,10.1,2.5,4.9,25.6,0.103,2.0,12.1,1991,0.6883468834688347,7.4,0.047619047619047616,0.09523809523809523,0.4348,0.43073556640296246,0.1061269146608315,0.20762497895977108,0.05039370078740158,0,1
23,ORL,Stanley Roberts,LSU,8,300,5869,2555,1549,189,0.499,0.0,0.514,19.6,8.5,5.2,0.6,8.1,0.066,-3.4,-2.0,1991,0.4573170731707317,5.8,0.043478260869565216,-0.14782608695652172,0.3009,0.43533821775430226,0.2639291191003578,0.03220310103935935,0.027,0,1
24,BOS,Rick Fox,UNC,13,930,23723,8966,3517,2649,0.45,0.349,0.77,25.5,9.6,3.8,2.8,44.7,0.09,0.0,11.7,1991,0.8724202626641651,6.6,0.041666666666666664,0.0,0.44160000000000005,0.377945453779033,0.14825275049529993,0.11166378619904734,0.04806451612903226,0,1
26,CHI,Mark Randall,Kansas,4,127,883,332,160,56,0.443,0.154,0.722,7.0,2.6,1.3,0.4,1.0,0.054,-3.3,-0.3,1991,0.3871951219512195,1.7000000000000002,0.038461538461538464,-0.12692307692307692,0.3553,0.37599093997734995,0.1812004530011325,0.06342015855039637,0.007874015748031496,0,0
27,SAC,Pete Chilcutt,UNC,9,584,8394,2494,1935,488,0.441,0.381,0.696,14.4,4.3,3.3,0.8,10.6,0.06,-1.8,0.3,1991,0.7913279132791328,4.1,0.037037037037037035,-0.06666666666666667,0.4425,0.29711698832499406,0.2305218012866333,0.05813676435549202,0.018150684931506848,0,1
28,CHH,Kevin Lynch,Minnesota,2,95,1143,310,120,108,0.436,0.333,0.726,12.0,3.3,1.3,1.1,0.4,0.016,-4.4,-0.7,1991,0.5792682926829268,2.4000000000000004,0.03571428571428571,-0.15714285714285714,0.4238,0.27121609798775154,0.10498687664041995,0.09448818897637795,0.004210526315789474,0,0
30,ATL,Rodney Monroe,NC State,1,38,313,131,33,27,0.368,0.222,0.826,8.2,3.4,0.9,0.7,-0.2,-0.035,-5.3,-0.3,1991,0.4634146341463415,1.6,0.03333333333333333,-0.17666666666666667,0.3554,0.4185303514376997,0.10543130990415335,0.08626198083067092,-0.005263157894736842,0,0
1,ORL,Shaquille O'Neal,LSU,19,1207,41918,28596,13099,3026,0.582,0.045,0.527,34.7,23.7,10.9,2.5,181.7,0.208,5.1,75.5,1992,0.7747111681643132,13.4,1.0,5.1,0.3617,0.6821890357364379,0.3124910539624982,0.07218855861443771,0.15053852526926262,1,1
2,CHH,Alonzo Mourning,Georgetown,15,838,25975,14311,7137,946,0.527,0.247,0.692,31.0,17.1,8.5,1.1,89.7,0.166,2.2,27.4,1992,0.6813008130081301,9.6,0.5,1.1,0.4315,0.5509528392685275,0.27476419634263716,0.03641963426371511,0.10704057279236277,1,1
3,MIN,Christian Laettner,Duke,13,868,25760,11121,5806,2224,0.48,0.261,0.82,29.7,12.8,6.7,2.6,64.9,0.121,1.0,19.5,1992,0.8142589118198874,9.3,0.3333333333333333,0.3333333333333333,0.4264,0.4317158385093168,0.22538819875776397,0.08633540372670807,0.07476958525345623,1,1
4,DAL,Jim Jackson,Ohio State,14,885,29067,12690,4152,2851,0.428,0.365,0.825,32.8,14.3,4.7,3.2,35.8,0.059,-0.9,8.2,1992,0.7709059233449478,7.9,0.25,-0.225,0.4425,0.4365775621839199,0.14284239859634637,0.09808373757181683,0.04045197740112994,1,1
5,DEN,LaPhonso Ellis,Notre Dame,11,624,17616,7410,4032,981,0.452,0.302,0.73,28.2,11.9,6.5,1.6,32.8,0.089,-1.0,4.6,1992,0.6917960088691796,8.1,0.2,-0.2,0.4198,0.4206403269754768,0.22888283378746593,0.05568801089918256,0.05256410256410256,1,1
6,WSB,Tom Gugliotta,NC State,13,763,23556,9895,5589,2140,0.451,0.284,0.757,30.9,13.0,7.3,2.8,40.2,0.082,0.6,15.3,1992,0.7157598499061913,10.1,0.16666666666666666,0.09999999999999999,0.4148,0.42006282900322633,0.23726439123790116,0.09084734250297165,0.052686762778505904,1,1
7,SAC,Walt Williams,Maryland,11,708,18818,8385,2794,1637,0.425,0.379,0.743,26.6,11.8,3.9,2.3,33.9,0.087,0.5,11.8,1992,0.7849223946784922,6.199999999999999,0.14285714285714285,0.07142857142857142,0.4384,0.4455840153044957,0.14847486449144437,0.086991178658731,0.047881355932203384,1,1
8,MIL,Todd Day,Arkansas,8,483,12214,5917,1649,713,0.406,0.345,0.739,25.3,12.3,3.4,1.5,17.5,0.069,-0.9,3.4,1992,0.7362804878048781,4.9,0.125,-0.1125,0.4149,0.484444080563288,0.13500900605862126,0.0583756345177665,0.036231884057971016,1,1
9,PHI,Clarence Weatherspoon,Southern Miss,13,915,27736,10483,6846,1346,0.471,0.196,0.743,30.3,11.5,7.5,1.5,58.4,0.101,-0.3,11.8,1992,0.8583489681050657,9.0,0.1111111111111111,-0.03333333333333333,0.3882,0.3779564464955293,0.2468272281511393,0.04852898759734641,0.06382513661202185,1,1
10,ATL,Adam Keefe,Stanford,9,617,10334,3107,2556,427,0.502,0.071,0.714,16.7,5.0,4.1,0.7,24.9,0.116,-1.3,1.7,1992,0.8360433604336044,4.8,0.1,-0.13,0.3508,0.3006580220630927,0.24733888136249274,0.0413199148442036,0.04035656401944895,1,1
11,HOU,Robert Horry,Alabama,16,1107,27069,7715,5269,2343,0.425,0.341,0.726,24.5,7.0,4.8,2.1,66.3,0.118,1.9,26.4,1992,0.84375,6.9,0.09090909090909091,0.17272727272727273,0.4215,0.285012375780413,0.1946507074513281,0.08655657763493295,0.05989159891598916,1,1
12,MIA,Harold Miner,USC,4,200,3748,1801,432,245,0.46,0.311,0.785,18.7,9.0,2.2,1.2,4.2,0.053,-3.0,-0.9,1992,0.6097560975609756,3.4000000000000004,0.08333333333333333,-0.25,0.43290000000000006,0.4805229455709712,0.1152614727854856,0.06536819637139808,0.021,1,0
13,DEN,Bryant Stith,Virginia,10,586,16417,5946,1983,1178,0.424,0.329,0.841,28.0,10.1,3.4,2.0,29.5,0.086,-0.8,4.9,1992,0.7146341463414634,5.4,0.07692307692307693,-0.06153846153846154,0.4277,0.36218553937991105,0.12078942559541939,0.07175488822561979,0.050341296928327645,1,1
14,IND,Malik Sealy,St. John's,8,493,11720,4955,1585,816,0.426,0.292,0.809,23.8,10.1,3.2,1.7,17.1,0.07,-1.2,2.2,1992,0.7515243902439024,4.9,0.07142857142857142,-0.0857142857142857,0.4107,0.4227815699658703,0.13523890784982937,0.0696245733788396,0.03468559837728195,1,1
15,LAL,Anthony Peeler,Missouri,13,827,20464,8017,2136,1956,0.427,0.384,0.799,24.7,9.7,2.6,2.4,30.7,0.072,-0.7,6.6,1992,0.775797373358349,5.0,0.06666666666666667,-0.04666666666666666,0.447,0.39176114151681,0.10437842064112587,0.0955824863174355,0.03712212817412334,0,1
16,LAC,Randy Woods,La Salle,4,151,1093,356,93,257,0.34,0.305,0.683,7.2,2.4,0.6,1.7,0.6,0.026,-1.5,0.1,1992,0.4603658536585366,2.3,0.0625,-0.09375,0.36030000000000006,0.32570905763952424,0.08508691674290943,0.23513266239707228,0.003973509933774834,0,0
17,SEA,Doug Christie,Pepperdine,15,827,26079,9301,3382,2992,0.426,0.354,0.821,31.5,11.2,4.1,3.6,55.7,0.102,1.1,20.7,1992,0.6723577235772358,7.699999999999999,0.058823529411764705,0.06470588235294118,0.43670000000000003,0.3566471107020975,0.12968288661375052,0.11472832547260248,0.06735187424425636,0,1
